Rd,Pick,School,Pos,B/T,Class,TeamId,TeamNm,FirstNm,LastNm,FullNm,BonusType,BonusAmount
18,550,Nebraska (NE),P,R/R,4YR SR,114.0,Cleveland Indians, Matt,Waldron, Matt Waldron,SignedBonus,5000.0
19,580,James Madison University (VA),P,R/R,4YR JR,114.0,Cleveland Indians, Kevin,Kelly, Kevin Kelly,SignedBonus,100000.0
20,610,Virginia Tech (VA),P,R/R,4YR SR,114.0,Cleveland Indians, Nic,Enright, Nic Enright,SignedBonus,75000.0
21,640,Miami (FL),C,R/R,4YR JR,114.0,Cleveland Indians, Michael,Amditis, Michael Amditis,SignedBonus,110000.0
22,670,Gonzaga (WA),C,L/R,4YR SR,114.0,Cleveland Indians, Austin,Pinorini, Austin Pinorini,SignedBonus,5000.0
23,700,University of Arkansas - Little Rock (AR),P,L/L,4YR JR,114.0,Cleveland Indians, Chandler,Fidel, Chandler Fidel,SignedBonus,75000.0
24,730,New Mexico JC (NM),SS,R/R,JC J2,114.0,Cleveland Indians, Joab,Gonzalez, Joab Gonzalez,SignedBonus,100000.0
25,760,Penn State (PA),P,R/R,4YR SR,114.0,Cleveland Indians, Eric,Mock, Eric Mock,SignedBonus,50000.0
26,790,Ronald Reagan HS (TX),SS,R/R,HS SR,114.0,Cleveland Indians, Armani,Sanchez, Armani Sanchez,SignedBonus,2500.0
27,820,Leadership Christian Academy (PR),SS,S/R,HS SR,114.0,Cleveland Indians, Landy,Pena, Landy Pena,SignedBonus,125610.0
28,850,Rutgers (NJ),P,R/R,4YR SR,114.0,Cleveland Indians, Serafino,Brito, Serafino Brito,SignedBonus,5000.0
29,880,College of Charleston (SC),P,R/R,4YR SR,114.0,Cleveland Indians, Nate,Ocker, Nate Ocker,SignedBonus,5000.0
30,910,Parkview HS (GA),C,R/R,HS SR,114.0,Cleveland Indians, Jonathan,French, Jonathan French,SignedBonus,0.0
1,23,UCLA (CA),1B,S/L,4YR JR,115.0,Colorado Rockies, Michael,Toglia, Michael Toglia,SignedBonus,2730000.0
2,62,Georgia (GA),3B,R/R,4YR JR,115.0,Colorado Rockies, Aaron,Schunk, Aaron Schunk,SignedBonus,1100000.0
CBB,77,Michigan (MI),P,R/R,4YR JR,115.0,Colorado Rockies, Karl,Kauffmann, Karl Kauffmann,SignedBonus,805600.0
3,100,Connecticut (CT),P,R/R,4YR JR,115.0,Colorado Rockies, Jacob,Wallace, Jacob Wallace,SignedBonus,581600.0
4,129,Shepherd University (WV),RF,R/R,4YR JR,115.0,Colorado Rockies, Brenton,Doyle, Brenton Doyle,SignedBonus,500000.0
5,159,Ole Miss (MS),P,R/R,4YR JR,115.0,Colorado Rockies, Will,Ethridge, Will Ethridge,SignedBonus,327200.0
6,189,St. John's (NY),P,R/R,4YR JR,115.0,Colorado Rockies, Gavin,Hollowell, Gavin Hollowell,SignedBonus,225000.0
7,219,California (CA),P,R/R,4YR JR,115.0,Colorado Rockies, Jared,Horn, Jared Horn,SignedBonus,198500.0
8,249,Arkansas (AR),P,R/R,4YR JR,115.0,Colorado Rockies, Jacob,Kostyshock, Jacob Kostyshock,SignedBonus,164700.0
9,279,Creighton (NE),2B,S/R,4YR JR,115.0,Colorado Rockies, Isaac,Collins, Isaac Collins,SignedBonus,150500.0
10,309,University of Illinois (IL),RF,L/L,4YR SR,115.0,Colorado Rockies, Jack,Yalowitz, Jack Yalowitz,SignedBonus,5000.0
11,339,Florida Atlantic (FL),P,R/R,4YR JR,115.0,Colorado Rockies, Mike,Ruff, Mike Ruff,SignedBonus,200000.0
12,369,University of California - Irvine (CA),SS,R/R,4YR JR,115.0,Colorado Rockies, Christian,Koss, Christian Koss,SignedBonus,180000.0
13,399,Cal State Fullerton (CA),C,R/R,4YR JR,115.0,Colorado Rockies, Daniel,Cope, Daniel Cope,SignedBonus,125000.0
14,429,Illinois State (IL),LF,R/R,4YR JR,115.0,Colorado Rockies, Joe,Aeilts, Joe Aeilts,SignedBonus,110000.0
15,459,Walters State CC (TN),P,R/R,JC J3,115.0,Colorado Rockies, Alex,Haynes, Alex Haynes,SignedBonus,125000.0
16,489,Mississippi State (MS),P,L/L,4YR SR,115.0,Colorado Rockies, Trysten,Barlow, Trysten Barlow,SignedBonus,125000.0
17,519,Long Beach State (CA),P,L/L,4YR JR,115.0,Colorado Rockies, Zak,Baayoun, Zak Baayoun,SignedBonus,100000.0
18,549,Oklahoma State (OK),CF,R/R,4YR JR,115.0,Colorado Rockies, Trevor,Boone, Trevor Boone,SignedBonus,125000.0
19,579,East Carolina (NC),SS,S/R,4YR SR,115.0,Colorado Rockies, Turner,Brown, Turner Brown,SignedBonus,3000.0
20,609,University of Tampa (FL),OF,R/R,4YR JR,115.0,Colorado Rockies, Yorvis,Torrealba, Yorvis Torrealba,SignedBonus,100000.0
21,639,Samford University (AL),P,R/R,4YR SR,115.0,Colorado Rockies, Stephen,Jones, Stephen Jones,SignedBonus,3000.0
22,669,San Jose State (CA),P,R/R,4YR SR,115.0,Colorado Rockies, Fineas,Del Bonta-Smith, Fineas Del Bonta-Smith,SignedBonus,0.0
23,699,Flagler College (FL),P,R/R,4YR 5S,115.0,Colorado Rockies, Blair,Calvo, Blair Calvo,SignedBonus,3000.0
24,729,Central Florida (FL),P,R/R,4YR SR,115.0,Colorado Rockies, Jordan,Spicer, Jordan Spicer,SignedBonus,3000.0
25,759,Mississippi State (MS),P,R/R,4YR JR,115.0,Colorado Rockies, Keegan,James, Keegan James,SignedBonus,70000.0
26,789,Northern St U (SD),P,R/R,4YR 5S,115.0,Colorado Rockies, Luke,Chevalier, Luke Chevalier,SignedBonus,2500.0
27,819,Rollins College (FL),P,R/R,4YR SR,115.0,Colorado Rockies, Cameron,Enck, Cameron Enck,SignedBonus,2500.0
28,849,University of Tampa (FL),P,R/R,4YR SR,115.0,Colorado Rockies, Keven,Pimentel, Keven Pimentel,SignedBonus,2500.0
29,879,Oklahoma State (OK),C,L/R,4YR SR,115.0,Colorado Rockies, Colin,Simpson, Colin Simpson,SignedBonus,2500.0
1,5,Hagerty HS (FL),RF,L/L,HS SR,116.0,Detroit Tigers, Riley,Greene, Riley Greene,SignedBonus,6180000.0
2,47,Arizona (AZ),SS,R/R,4YR JR,116.0,Detroit Tigers, Nick,Quintana, Nick Quintana,SignedBonus,1580000.0
3,83,Tennessee (TN),3B,R/R,4YR JR,116.0,Detroit Tigers, Andre,Lipcius, Andre Lipcius,SignedBonus,733100.0
4,112,UCLA (CA),IF,R/R,4YR JR,116.0,Detroit Tigers, Ryan,Kreidler, Ryan Kreidler,SignedBonus,517400.0
5,142,East Carolina (NC),LF,L/R,4YR JR,116.0,Detroit Tigers, Bryant,Packard, Bryant Packard,SignedBonus,386600.0
6,172,Ole Miss (MS),C,R/R,4YR JR,116.0,Detroit Tigers, Cooper,Johnson, Cooper Johnson,SignedBonus,291400.0
7,202,LSU (LA),P,R/R,4YR JR,116.0,Detroit Tigers, Zack,Hess, Zack Hess,SignedBonus,227700.0
8,232,Arkansas (AR),IF,L/R,4YR JR,116.0,Detroit Tigers, Jack,Kenley, Jack Kenley,SignedBonus,135000.0
9,262,North Carolina (NC),P,R/R,4YR JR,116.0,Detroit Tigers, Austin,Bergner, Austin Bergner,SignedBonus,157200.0
10,292,Creighton (NE),1B,R/R,4YR JR,116.0,Detroit Tigers, Jake,Holton, Jake Holton,SignedBonus,147000.0
11,322,Texas Tech (TX),P,L/R,4YR JR,116.0,Detroit Tigers, John,McMillon, John McMillon,SignedBonus,0.0
12,352,North Carolina Central University (NC),IF,R/R,4YR JR,116.0,Detroit Tigers, Corey,Joyce, Corey Joyce,SignedBonus,125000.0
13,382,Illinois State (IL),P,L/L,4YR JR,116.0,Detroit Tigers, Matt,Walker, Matt Walker,SignedBonus,125000.0
14,412,UC San Diego (CA),P,R/R,4YR JR,116.0,Detroit Tigers, Ted,Stuka, Ted Stuka,SignedBonus,0.0
15,442,Ohio State (OH),P,R/L,4YR JR,116.0,Detroit Tigers, Andrew,Magno, Andrew Magno,SignedBonus,125000.0
16,472,Grand Canyon University (AZ),LF,L/L,4YR JR,116.0,Detroit Tigers, Kona,Quiggle, Kona Quiggle,SignedBonus,125000.0
17,502,Washington State (WA),P,L/L,4YR JR,116.0,Detroit Tigers, A.J.,Block, A.J. Block,SignedBonus,0.0
18,532,New Mexico (NM),OF,R/R,4YR SR,116.0,Detroit Tigers, Jared,Mang, Jared Mang,SignedBonus,4000.0
19,562,Virginia Tech (VA),OF,L/R,4YR JR,116.0,Detroit Tigers, Kerry,Carpenter, Kerry Carpenter,SignedBonus,125000.0
20,592,Oklahoma State (OK),SS,R/R,4YR JR,116.0,Detroit Tigers, Andrew,Navigato, Andrew Navigato,SignedBonus,125000.0
21,622,Coastal Carolina (SC),SS,R/R,4YR JR,116.0,Detroit Tigers, Scott,McKeon, Scott McKeon,SignedBonus,0.0
22,652,Ole Miss (MS),1B,L/L,4YR JR,116.0,Detroit Tigers, Cole,Zabowski, Cole Zabowski,SignedBonus,125000.0
23,682,Yale (CT),1B,R/R,4YR SR,116.0,Detroit Tigers, Griffin,Dey, Griffin Dey,SignedBonus,1500.0
24,712,North Carolina State (NC),P,R/R,4YR JR,116.0,Detroit Tigers, Michael,Bienlien, Michael Bienlien,SignedBonus,125000.0
25,742,Kennesaw State (GA),P,L/L,4YR JR,116.0,Detroit Tigers, Josh,Coburn, Josh Coburn,SignedBonus,100000.0
26,772,Siena College (NY),P,R/R,4YR JR,116.0,Detroit Tigers, Brendan,White, Brendan White,SignedBonus,50000.0
27,802,Colorado St U Pueblo (CO),P,R/R,4YR JR,116.0,Detroit Tigers, Beau,Brieske, Beau Brieske,SignedBonus,75000.0
28,832,Pittsburgh (PA),OF,L/L,4YR SR,116.0,Detroit Tigers, Connor,Perry, Connor Perry,SignedBonus,1500.0
29,862,Oklahoma City University (OK),OF,L/L,4YR 5S,116.0,Detroit Tigers, Elliott,Cary, Elliott Cary,SignedBonus,1500.0
30,892,Grayson County College (TX),C,R/R,JC J2,116.0,Detroit Tigers, Cordell,Dunn, Cordell Dunn,SignedBonus,100000.0
1,32,California (CA),C,R/R,4YR JR,117.0,Houston Astros, Korey,Lee, Korey Lee,SignedBonus,1750000.0
2,68,Ole Miss (MS),SS,R/R,4YR JR,117.0,Houston Astros, Grae,Kessinger, Grae Kessinger,SignedBonus,750000.0
3,106,Michigan (MI),OF,R/R,4YR JR,117.0,Houston Astros, Jordan,Brewer, Jordan Brewer,SignedBonus,500000.0
4,136,Pleasant Valley HS (CA),CF,L/L,HS SR,117.0,Houston Astros, Colin,Barber, Colin Barber,SignedBonus,1000000.0
5,166,Wayne State (MI),P,R/R,4YR JR,117.0,Houston Astros, Hunter,Brown, Hunter Brown,SignedBonus,325000.0
6,196,Campbell University (NC),CF,R/L,4YR SR,117.0,Houston Astros, Matthew,Barefoot, Matthew Barefoot,SignedBonus,150000.0
7,226,Texas (TX),P,R/R,4YR JR,117.0,Houston Astros, Blair,Henley, Blair Henley,SignedBonus,150000.0
8,256,Miami Dade CC Kendall (FL),CF,R/R,JC J2,117.0,Houston Astros, Luis,Guerrero, Luis Guerrero,SignedBonus,150000.0
9,286,Oklahoma State (OK),P,R/R,4YR JR,117.0,Houston Astros, Peyton,Battenfield, Peyton Battenfield,SignedBonus,148400.0
10,316,USC (CA),C,R/R,4YR SR,117.0,Houston Astros, C.J.,Stubbs, C.J. Stubbs,SignedBonus,85000.0
11,346,Florida SouthWestern State College (FL),P,R/R,JC J2,117.0,Houston Astros, Ryan,Gusto, Ryan Gusto,SignedBonus,421700.0
12,376,Rice (TX),P,R/R,4YR JR,117.0,Houston Astros, Garrett,Gayle, Garrett Gayle,SignedBonus,125000.0
13,406,Glendale College (CA),P,R/R,JC J2,117.0,Houston Astros, Kevin,Holcomb, Kevin Holcomb,SignedBonus,175000.0
14,436,Pittsburgh (PA),P,R/R,4YR SR,117.0,Houston Astros, Derek,West, Derek West,SignedBonus,75000.0
15,466,Iowa (IA),P,L/R,4YR SR,117.0,Houston Astros, Cole,McDonald, Cole McDonald,SignedBonus,1000.0
16,496,Pearl River CC (MS),2B,R/R,JC J1,117.0,Houston Astros, Dexter,Jordan, Dexter Jordan,SignedBonus,90000.0
17,526,Baldwin-Wallace Col (OH),P,R/R,4YR SR,117.0,Houston Astros, Danny,Cody, Danny Cody,SignedBonus,1000.0
18,556,Simi Valley HS (CA),P,L/R,HS SR,117.0,Houston Astros, Justin,Campbell, Justin Campbell,SignedBonus,0.0
19,586,University of Montevallo (AL),C,R/R,4YR SR,117.0,Houston Astros, Tyler,Krabbe, Tyler Krabbe,SignedBonus,1000.0
20,616,Stephen F. Austin (TX),P,S/R,4YR JR,117.0,Houston Astros, Alex,Palmer, Alex Palmer,SignedBonus,80000.0
21,646,Alabama (AL),P,R/R,4YR SR,117.0,Houston Astros, Davis,Vainer, Davis Vainer,SignedBonus,0.0
22,676,UC Santa Barbara (CA),P,R/R,4YR JR,117.0,Houston Astros, Shea,Barry, Shea Barry,SignedBonus,75000.0
23,706,Coastal Carolina (SC),1B,L/L,4YR SR,117.0,Houston Astros, Zach,Biermann, Zach Biermann,SignedBonus,1000.0
24,736,Grand Canyon University (AZ),CF,R/R,4YR SR,117.0,Houston Astros, Preston,Pavlica, Preston Pavlica,SignedBonus,1000.0
25,766,Winston-Salem State University (NC),CF,L/R,4YR JR,117.0,Houston Astros, E.P.,Reese, E.P. Reese,SignedBonus,25000.0
26,796,Lubbock Christian (TX),P,R/R,4YR SR,117.0,Houston Astros, Chandler,Casey, Chandler Casey,SignedBonus,1000.0
27,826,Seminole State (OK),P,S/L,JC J2,117.0,Houston Astros, Kevin,Dickey, Kevin Dickey,SignedBonus,125000.0
28,856,University of Texas - San Antonio (TX),2B,R/R,4YR SR,117.0,Houston Astros, Bryan,Arias, Bryan Arias,SignedBonus,1000.0
29,886,Rollins College (FL),P,L/L,4YR SR,117.0,Houston Astros, Whit,Drennan, Whit Drennan,SignedBonus,1000.0
30,916,Campbell University (NC),P,R/R,4YR SR,117.0,Houston Astros, Michael,Horrell, Michael Horrell,SignedBonus,1000.0
1,2,Colleyville Heritage HS (TX),SS,R/R,HS SR,118.0,Kansas City Royals, Bobby,Witt Jr., Bobby Witt Jr.,SignedBonus,7790000.0
2,44,Florida (FL),SS,R/R,4YR SO,118.0,Kansas City Royals, Brady,McConnell, Brady McConnell,SignedBonus,2220000.0
CBB,70,Arizona State (AZ),P,R/R,4YR JR,118.0,Kansas City Royals, Alec,Marsh, Alec Marsh,SignedBonus,904300.0
3,80,Oregon State (OR),P,L/R,4YR JR,118.0,Kansas City Royals, Grant,Gambrell, Grant Gambrell,SignedBonus,647500.0
4,109,University of Illinois (IL),2B,L/R,4YR JR,118.0,Kansas City Royals, Michael,Massey, Michael Massey,SignedBonus,472500.0
5,139,Illinois State (IL),OF,L/L,4YR JR,118.0,Kansas City Royals, John,Rave, John Rave,SignedBonus,297500.0
6,169,Penn State (PA),P,L/L,4YR JR,118.0,Kansas City Royals, Dante,Biasi, Dante Biasi,SignedBonus,247500.0
7,199,Virginia (VA),P,R/R,4YR JR,118.0,Kansas City Royals, Noah,Murdock, Noah Murdock,SignedBonus,230500.0
8,229,Florida State (FL),P,L/L,4YR JR,118.0,Kansas City Royals, Drew,Parrish, Drew Parrish,SignedBonus,167500.0
9,259,Indiana State (IN),SS,L/R,4YR SR,118.0,Kansas City Royals, Clay,Dungan, Clay Dungan,SignedBonus,2500.0
10,289,Coastal Carolina (SC),P,L/L,4YR JR,118.0,Kansas City Royals, Anthony,Veneziano, Anthony Veneziano,SignedBonus,122500.0
11,319,Old Dominion (VA),1B,L/L,4YR JR,118.0,Kansas City Royals, Vinnie,Pasquantino, Vinnie Pasquantino,SignedBonus,125000.0
12,349,Evansville (IN),P,R/R,4YR JR,118.0,Kansas City Royals, Adam,Lukas, Adam Lukas,SignedBonus,125000.0
13,379,Alabama - Birmingham (AL),SS,R/R,4YR JR,118.0,Kansas City Royals, Tyler,Tolbert, Tyler Tolbert,SignedBonus,125000.0
14,409,UCLA (CA),P,R/L,4YR SR,118.0,Kansas City Royals, Justin,Hooper, Justin Hooper,SignedBonus,125000.0
15,439,Houston (TX),P,R/R,4YR JR,118.0,Kansas City Royals, Sean,Bretz, Sean Bretz,SignedBonus,0.0
16,469,Juan Jose Maunez HS (PR),P,R/R,HS SR,118.0,Kansas City Royals, Erick,Figueroa, Erick Figueroa,SignedBonus,0.0
17,499,Vanderbilt (TN),P,L/L,4YR SR,118.0,Kansas City Royals, A.J.,Franklin, A.J. Franklin,SignedBonus,125000.0
18,529,Cosumnes River College (CA),CF,L/L,JC J2,118.0,Kansas City Royals, Burle,Dixon, Burle Dixon,SignedBonus,125000.0
19,559,USC (CA),P,L/L,4YR JR,118.0,Kansas City Royals, Austin,Manning, Austin Manning,SignedBonus,60000.0
20,589,Central Arkansas (AR),P,R/R,4YR SR,118.0,Kansas City Royals, Cody,Davenport, Cody Davenport,SignedBonus,5000.0
21,619,Rowan College at Gloucester County (NJ),P,R/R,JC J1,118.0,Kansas City Royals, Matt,Stil, Matt Stil,SignedBonus,125000.0
22,649,Indiana State (IN),3B,R/R,4YR 5S,118.0,Kansas City Royals, Jake,Means, Jake Means,SignedBonus,5000.0
23,679,Auburn (AL),P,L/L,4YR JR,118.0,Kansas City Royals, Elliott,Anderson, Elliott Anderson,SignedBonus,100000.0
24,709,Memphis (TN),P,L/L,4YR SR,118.0,Kansas City Royals, Alex,Smith, Alex Smith,SignedBonus,5000.0
25,739,Valdosta State University (GA),P,R/R,4YR SR,118.0,Kansas City Royals, Josh,Broughton, Josh Broughton,SignedBonus,5000.0
26,769,Tennessee (TN),2B,R/R,4YR JR,118.0,Kansas City Royals, Jay,Charleston, Jay Charleston,SignedBonus,125000.0
27,799,Ole Miss (MS),P,L/L,4YR JR,118.0,Kansas City Royals, Zack,Phillips, Zack Phillips,SignedBonus,125000.0
28,829,Jefferson College (MO),P,R/R,JC J2,118.0,Kansas City Royals, Riley,Boyd, Riley Boyd,SignedBonus,0.0
29,859,Wabash Valley College (IL),P,R/R,JC J1,118.0,Kansas City Royals, Jon,Beymer, Jon Beymer,SignedBonus,0.0
1,15,North Carolina State (NC),SS,R/R,4YR JR,108.0,Los Angeles Angels, Will,Wilson, Will Wilson,SignedBonus,3400000.0
2,55,Freedom HS (CA),SS,R/R,HS SR,108.0,Los Angeles Angels, Kyren,Paris, Kyren Paris,SignedBonus,1400000.0
3,92,Harriton HS (PA),P,L/R,HS SR,108.0,Los Angeles Angels, Jack,Kochanowicz, Jack Kochanowicz,SignedBonus,1250000.0
4,121,Puerto Rico Baseball Academy (PR),OF,L/L,HS SR,108.0,Los Angeles Angels, Erik,Rivera, Erik Rivera,SignedBonus,597500.0
5,151,Tennessee (TN),P,R/R,4YR JR,108.0,Los Angeles Angels, Garrett,Stallings, Garrett Stallings,SignedBonus,312500.0
6,181,Winthrop (SC),P,R/R,4YR JR,108.0,Los Angeles Angels, Zach,Peek, Zach Peek,SignedBonus,267800.0
7,211,Auburn (AL),P,R/R,4YR JR,108.0,Los Angeles Angels, Davis,Daniel, Davis Daniel,SignedBonus,172500.0
8,241,Elon University (NC),P,L/R,4YR JR,108.0,Los Angeles Angels, Kyle,Brnovich, Kyle Brnovich,SignedBonus,168700.0
9,271,Tennessee (TN),P,L/R,4YR JR,108.0,Los Angeles Angels, Zach,Linginfelter, Zach Linginfelter,SignedBonus,150800.0
10,301,UNC Greensboro (NC),P,R/R,4YR 5S,108.0,Los Angeles Angels, Chad,Sykes, Chad Sykes,SignedBonus,7500.0
11,331,Georgetown (DC),P,L/L,4YR JR,108.0,Los Angeles Angels, Brent,Killam, Brent Killam,SignedBonus,0.0
12,361,UC Santa Barbara (CA),P,L/L,4YR JR,108.0,Los Angeles Angels, Jack,Dashwood, Jack Dashwood,SignedBonus,125000.0
13,391,B You Academy (PR),P,R/R,HS SR,108.0,Los Angeles Angels, Edwin,Sanchez, Edwin Sanchez,SignedBonus,0.0
14,421,Georgia (GA),P,R/R,4YR JR,108.0,Los Angeles Angels, Zac,Kristofak, Zac Kristofak,SignedBonus,125000.0
15,451,Miami (FL),P,L/R,4YR JR,108.0,Los Angeles Angels, Greg,Veliz, Greg Veliz,SignedBonus,125000.0
16,481,Central Arizona College (AZ),P,R/R,JC J1,108.0,Los Angeles Angels, Dakota,Donovan, Dakota Donovan,SignedBonus,0.0
17,511,West Virginia (WV),CF,R/R,4YR JR,108.0,Los Angeles Angels, Brandon,White, Brandon White,SignedBonus,125000.0
18,541,Princeton (NJ),P,L/L,4YR SR,108.0,Los Angeles Angels, Ryan,Smith, Ryan Smith,SignedBonus,3000.0
19,571,Delaware State University (DE),P,L/L,4YR JR,108.0,Los Angeles Angels, Garrett,Lawson, Garrett Lawson,SignedBonus,0.0
20,601,Rouse HS (TX),P,R/R,HS SR,108.0,Los Angeles Angels, Jared,Southard, Jared Southard,SignedBonus,0.0
21,631,North Carolina State (NC),P,R/R,4YR JR,108.0,Los Angeles Angels, Andrew,Blake, Andrew Blake,SignedBonus,125000.0
22,661,Alabama (AL),SS,L/R,4YR JR,108.0,Los Angeles Angels, Morgan,McCullough, Morgan McCullough,SignedBonus,125000.0
23,691,North Broward Prep HS (FL),CF,R/R,HS SR,108.0,Los Angeles Angels, Matthew,Corlew, Matthew Corlew,SignedBonus,0.0
24,721,Oklahoma Baptist University (OK),P,R/R,4YR JR,108.0,Los Angeles Angels, Shane,Kelso, Shane Kelso,SignedBonus,10000.0
25,751,Samford University (AL),C,R/R,4YR JR,108.0,Los Angeles Angels, Anthony,Mulrine, Anthony Mulrine,SignedBonus,125000.0
26,781,UCLA (CA),P,R/R,4YR SR,108.0,Los Angeles Angels, Kyle,Molnar, Kyle Molnar,SignedBonus,122500.0
27,811,Oregon (OR),P,R/R,4YR JR,108.0,Los Angeles Angels, Kenyon,Yovan, Kenyon Yovan,SignedBonus,0.0
28,841,Pike County HS (GA),P,R/R,HS SR,108.0,Los Angeles Angels, Coleman,Crow, Coleman Crow,SignedBonus,0.0
29,871,Rowan University (NJ),P,R/R,4YR SR,108.0,Los Angeles Angels, Matthew,Woods, Matthew Woods,SignedBonus,0.0
30,901,California Baptist University (CA),P,R/R,4YR JR,108.0,Los Angeles Angels, Andrew,Bash, Andrew Bash,SignedBonus,0.0
1,25,Tulane (LA),3B,R/R,4YR JR,119.0,Los Angeles Dodgers, Kody,Hoese, Kody Hoese,SignedBonus,2740000.0
1,31,North Carolina (NC),2B,L/R,4YR JR,119.0,Los Angeles Dodgers, Michael,Busch, Michael Busch,SignedBonus,2310000.0
2C,78,Lake Travis HS (TX),P,R/R,HS SR,119.0,Los Angeles Dodgers, Jimmy,Lewis, Jimmy Lewis,SignedBonus,1100000.0
3,102,Butler (IN),P,R/R,4YR JR,119.0,Los Angeles Dodgers, Ryan,Pepiot, Ryan Pepiot,SignedBonus,547500.0
4,131,University of California - Irvine (CA),3B,R/R,4YR JR,119.0,Los Angeles Dodgers, Brandon,Lewis, Brandon Lewis,SignedBonus,372500.0
5,161,Stanford (CA),P,L/R,4YR JR,119.0,Los Angeles Dodgers, Jack,Little, Jack Little,SignedBonus,318600.0
6,191,Eastern Kentucky (KY),P,R/R,4YR 5S,119.0,Los Angeles Dodgers, Aaron,Ochsenbein, Aaron Ochsenbein,SignedBonus,72500.0
7,221,James Madison University (VA),P,R/R,4YR JR,119.0,Los Angeles Dodgers, Nick,Robertson, Nick Robertson,SignedBonus,177500.0
8,251,Bryant University (RI),OF,L/R,4YR JR,119.0,Los Angeles Dodgers, Ryan,Ward, Ryan Ward,SignedBonus,160900.0
9,281,Fresno CC (CA),P,S/L,JC J2,119.0,Los Angeles Dodgers, Alec,Gamboa, Alec Gamboa,SignedBonus,17500.0
10,311,VCU (VA),SS,R/R,4YR SR,119.0,Los Angeles Dodgers, Zac,Ching, Zac Ching,SignedBonus,2500.0
11,341,San Diego State (CA),P,R/R,4YR JR,119.0,Los Angeles Dodgers, Logan,Boyer, Logan Boyer,SignedBonus,297500.0
12,371,Michigan State (MI),P,L/L,4YR JR,119.0,Los Angeles Dodgers, Mitchell,Tyranski, Mitchell Tyranski,SignedBonus,125000.0
13,401,Missouri (MO),P,L/L,4YR JR,119.0,Los Angeles Dodgers, Jacob,Cantleberry, Jacob Cantleberry,SignedBonus,125000.0
14,431,Northeastern (MA),P,L/L,4YR JR,119.0,Los Angeles Dodgers, Sean,Mellen, Sean Mellen,SignedBonus,125000.0
15,461,St. Marys (CA),OF,R/R,4YR JR,119.0,Los Angeles Dodgers, Joe,Vranesh, Joe Vranesh,SignedBonus,125000.0
16,491,Chipola College (FL),P,R/R,JC J1,119.0,Los Angeles Dodgers, Andrew,Baker, Andrew Baker,SignedBonus,0.0
17,521,Stanford (CA),LF,R/R,4YR SR,119.0,Los Angeles Dodgers, Brandon,Wulff, Brandon Wulff,SignedBonus,75000.0
18,551,St. John's (NY),P,L/L,4YR JR,119.0,Los Angeles Dodgers, Jeff,Belge, Jeff Belge,SignedBonus,125000.0
19,581,Oklahoma (OK),P,R/R,4YR JR,119.0,Los Angeles Dodgers, Braidyn,Fink, Braidyn Fink,SignedBonus,222500.0
20,611,Arkansas (AR),P,R/R,4YR 5S,119.0,Los Angeles Dodgers, Zack,Plunkett, Zack Plunkett,SignedBonus,0.0
21,641,J.M. Tate HS (FL),OF,L/L,HS SR,119.0,Los Angeles Dodgers, Trey,LaFleur, Trey LaFleur,SignedBonus,0.0
22,671,Bryant University (RI),SS,R/R,4YR JR,119.0,Los Angeles Dodgers, Jimmy,Titus, Jimmy Titus,SignedBonus,125000.0
23,701,University of Illinois (IL),P,R/R,4YR JR,119.0,Los Angeles Dodgers, Cyrillo,Watson, Cyrillo Watson,SignedBonus,125000.0
24,731,Fresno CC (CA),OF,R/R,JC J2,119.0,Los Angeles Dodgers, Chet,Allison, Chet Allison,SignedBonus,0.0
25,761,Oregon (OR),OF,S/R,4YR SO,119.0,Los Angeles Dodgers, Jonny,Deluca, Jonny Deluca,SignedBonus,0.0
26,791,Miami (FL),P,R/R,4YR JR,119.0,Los Angeles Dodgers, Mark,Mixon, Mark Mixon,SignedBonus,125000.0
27,821,Sacramento State (CA),P,R/R,4YR JR,119.0,Los Angeles Dodgers, Parker,Brahms, Parker Brahms,SignedBonus,0.0
28,851,Woodstock HS (GA),SS,R/R,HS SR,119.0,Los Angeles Dodgers, Brennan,Milone, Brennan Milone,SignedBonus,0.0
29,881,Rutherford HS (NJ),SS,R/R,HS SR,119.0,Los Angeles Dodgers, Breyln,Jones, Breyln Jones,SignedBonus,0.0
1,4,Vanderbilt (TN),RF,L/L,4YR JR,146.0,Miami Marlins, JJ,Bleday, JJ Bleday,SignedBonus,6670000.0
CBA,35,Missouri (MO),OF,L/L,4YR JR,146.0,Miami Marlins, Kameron,Misner, Kameron Misner,SignedBonus,2120000.0
2,46,Collins Hill HS (GA),SS,S/R,HS SR,146.0,Miami Marlins, Nasim,Nunez, Nasim Nunez,SignedBonus,2200000.0
3,82,Wright State University (OH),OF,R/R,4YR SR,146.0,Miami Marlins, Peyton,Burdick, Peyton Burdick,SignedBonus,397500.0
4,111,North Carolina State (NC),1B,L/L,4YR SR,146.0,Miami Marlins, Evan,Edwards, Evan Edwards,SignedBonus,122500.0
5,141,Aliso Niguel HS (CA),P,R/R,HS SR,146.0,Miami Marlins, Evan,Fitterer, Evan Fitterer,SignedBonus,1500000.0
6,171,Dallas Baptist (TX),P,R/R,4YR SR,146.0,Miami Marlins, M.D.,Johnson, M.D. Johnson,SignedBonus,17500.0
7,201,Louisville (KY),P,R/R,4YR SR,146.0,Miami Marlins, Bryan,Hoeing, Bryan Hoeing,SignedBonus,229700.0
